touch_id,customer_id,touch_date,channel,campaign_name,outcome
CT000130594,CUST004646,2024-01-11,Email,Loyalty Bonus,Ignored
CT000130595,CUST004646,2024-12-07,Push,Loyalty Bonus,Ignored
CT000130596,CUST004646,2024-06-28,Search Ads,Health Bundle Offer,Ignored
CT000130597,CUST004646,2023-06-29,WhatsApp,Health Bundle Offer,Ignored
CT000130598,CUST004646,2025-08-15,Push,New Launch Promo,Ignored
CT000130599,CUST004646,2023-05-13,SMS,New Launch Promo,Ignored
CT000130600,CUST004646,2025-07-15,Push,Reactivation Offer,Ignored
CT000130601,CUST004646,2024-04-09,Search Ads,Loyalty Bonus,Ignored
CT000130602,CUST004646,2023-03-19,SMS,Subscribe & Save,Ignored
CT000130603,CUST004646,2023-11-23,Email,Weekend Deal,Ignored
CT000130604,CUST004646,2024-10-29,Push,Cart Abandon Reminder,Ignored
CT000130605,CUST004646,2023-06-15,Search Ads,Seasonal Sale,Ignored
CT000130606,CUST004646,2023-05-26,SMS,Cart Abandon Reminder,Ignored
CT000130607,CUST004646,2024-01-10,Search Ads,Seasonal Sale,Ignored
CT000130608,CUST004646,2025-05-25,Email,New Launch Promo,Ignored
CT000130609,CUST004646,2023-04-26,Email,Loyalty Bonus,Ignored
CT000130610,CUST004646,2025-07-10,Email,Subscribe & Save,Ignored
CT000130611,CUST004646,2023-03-24,SMS,Reactivation Offer,Ignored
CT000130612,CUST004646,2023-03-08,Email,Health Bundle Offer,Ignored
CT000130613,CUST004646,2023-05-11,Email,Subscribe & Save,Ignored
CT000130614,CUST004646,2025-11-27,Social Ads,Cart Abandon Reminder,Ignored
CT000130615,CUST004646,2024-08-10,WhatsApp,Health Bundle Offer,Ignored
CT000130616,CUST004646,2024-01-25,Push,Loyalty Bonus,Ignored
CT000130617,CUST004646,2024-08-21,Social Ads,Weekend Deal,Ignored
CT000130618,CUST004646,2023-05-30,SMS,Loyalty Bonus,Ignored
CT000130619,CUST004646,2025-03-30,Social Ads,Loyalty Bonus,Ignored
CT000130620,CUST004646,2023-05-15,Email,Subscribe & Save,Ignored
CT000130621,CUST004646,2025-02-27,Push,Health Bundle Offer,Ignored
CT000130622,CUST004646,2025-02-26,Push,Health Bundle Offer,Ignored
CT000130623,CUST004647,2024-12-02,Push,Seasonal Sale,Ignored
CT000130624,CUST004647,2023-03-11,Push,Health Bundle Offer,Ignored
CT000130625,CUST004647,2023-04-08,SMS,Seasonal Sale,Ignored
CT000130626,CUST004647,2026-01-23,SMS,Subscribe & Save,Ignored
CT000130627,CUST004647,2023-05-22,Push,Loyalty Bonus,Ignored
CT000130628,CUST004647,2025-04-08,Email,Subscribe & Save,Ignored
CT000130629,CUST004647,2025-04-02,Social Ads,Cart Abandon Reminder,Ignored
CT000130630,CUST004647,2024-02-03,Email,Seasonal Sale,Ignored
CT000130631,CUST004647,2023-08-03,Email,Seasonal Sale,Clicked
CT000130632,CUST004647,2024-03-24,Push,Cart Abandon Reminder,Ignored
CT000130633,CUST004647,2024-12-21,Push,Subscribe & Save,Ignored
CT000130634,CUST004647,2023-05-16,Email,Cart Abandon Reminder,Ignored
CT000130635,CUST004647,2023-09-18,Social Ads,Cart Abandon Reminder,Ignored
CT000130636,CUST004647,2024-01-18,SMS,Weekend Deal,Ignored
CT000130637,CUST004647,2025-02-03,Search Ads,Weekend Deal,Ignored
CT000130638,CUST004647,2024-01-23,Push,Reactivation Offer,Ignored
CT000130639,CUST004647,2024-01-19,Push,Health Bundle Offer,Converted
CT000130640,CUST004647,2025-02-14,Push,New Launch Promo,Ignored
CT000130641,CUST004647,2023-03-07,Email,Cart Abandon Reminder,Ignored
CT000130642,CUST004647,2024-01-31,Push,Cart Abandon Reminder,Converted
CT000130643,CUST004647,2023-03-17,Email,Seasonal Sale,Ignored
CT000130644,CUST004647,2026-01-28,Push,Health Bundle Offer,Ignored
CT000130645,CUST004647,2024-04-29,Social Ads,Subscribe & Save,Ignored
CT000130646,CUST004647,2023-05-23,Social Ads,Weekend Deal,Ignored
CT000130647,CUST004647,2024-01-11,Email,Seasonal Sale,Ignored
CT000130648,CUST004647,2025-11-14,Email,Seasonal Sale,Ignored
CT000130649,CUST004647,2023-05-19,Email,Cart Abandon Reminder,Ignored
CT000130650,CUST004647,2023-05-02,Social Ads,Seasonal Sale,Ignored
CT000130651,CUST004647,2023-03-15,Push,Cart Abandon Reminder,Converted
CT000130652,CUST004647,2025-07-28,SMS,Subscribe & Save,Ignored
CT000130653,CUST004648,2024-02-19,Email,Loyalty Bonus,Ignored
CT000130654,CUST004648,2024-01-14,Email,New Launch Promo,Ignored
CT000130655,CUST004648,2023-04-11,Email,Seasonal Sale,Ignored
CT000130656,CUST004648,2024-07-05,Search Ads,Health Bundle Offer,Ignored
CT000130657,CUST004648,2024-04-28,Push,Reactivation Offer,Ignored
CT000130658,CUST004648,2023-12-29,SMS,Reactivation Offer,Ignored
CT000130659,CUST004648,2025-11-08,Email,Cart Abandon Reminder,Ignored
CT000130660,CUST004648,2023-03-08,Push,Cart Abandon Reminder,Ignored
CT000130661,CUST004648,2025-02-09,Push,Loyalty Bonus,Ignored
CT000130662,CUST004648,2023-05-27,Push,Subscribe & Save,Ignored
CT000130663,CUST004648,2024-01-20,Email,New Launch Promo,Ignored
CT000130664,CUST004648,2023-05-07,Email,Cart Abandon Reminder,Ignored
CT000130665,CUST004648,2024-01-24,SMS,Reactivation Offer,Ignored
CT000130666,CUST004648,2024-01-21,SMS,Seasonal Sale,Ignored
CT000130667,CUST004648,2023-12-25,Email,Subscribe & Save,Ignored
CT000130668,CUST004648,2025-05-13,Email,Cart Abandon Reminder,Ignored
CT000130669,CUST004648,2025-11-13,Search Ads,New Launch Promo,Ignored
CT000130670,CUST004648,2023-11-23,SMS,Loyalty Bonus,Ignored
CT000130671,CUST004648,2025-12-21,Social Ads,New Launch Promo,Ignored
CT000130672,CUST004648,2025-04-28,Email,Subscribe & Save,Ignored
CT000130673,CUST004648,2023-12-04,SMS,Weekend Deal,Ignored
CT000130674,CUST004648,2024-07-02,Push,New Launch Promo,Ignored
CT000130675,CUST004648,2024-11-06,Search Ads,Cart Abandon Reminder,Ignored
CT000130676,CUST004648,2023-08-09,Push,Reactivation Offer,Ignored
CT000130677,CUST004648,2023-04-26,Push,Cart Abandon Reminder,Ignored
CT000130678,CUST004648,2025-05-27,WhatsApp,New Launch Promo,Ignored
CT000130679,CUST004648,2023-03-24,Social Ads,New Launch Promo,Ignored
CT000130680,CUST004649,2024-03-19,SMS,Reactivation Offer,Converted
CT000130681,CUST004649,2023-05-17,Push,Seasonal Sale,Ignored
CT000130682,CUST004649,2024-01-22,SMS,Loyalty Bonus,Ignored
CT000130683,CUST004649,2026-01-08,Push,Health Bundle Offer,Ignored
CT000130684,CUST004649,2023-03-05,Push,Reactivation Offer,Clicked
CT000130685,CUST004649,2024-03-02,SMS,Weekend Deal,Ignored
CT000130686,CUST004649,2024-01-29,SMS,Health Bundle Offer,Ignored
CT000130687,CUST004649,2024-01-11,Push,Health Bundle Offer,Ignored
CT000130688,CUST004649,2025-10-13,Email,New Launch Promo,Ignored
CT000130689,CUST004649,2025-07-07,Email,Loyalty Bonus,Clicked
CT000130690,CUST004649,2023-05-21,Email,Loyalty Bonus,Ignored
CT000130691,CUST004649,2024-02-16,Email,Cart Abandon Reminder,Converted
CT000130692,CUST004649,2024-04-19,SMS,Health Bundle Offer,Ignored
CT000130693,CUST004649,2024-06-27,Email,Health Bundle Offer,Ignored
CT000130694,CUST004649,2023-05-28,Social Ads,Health Bundle Offer,Ignored
CT000130695,CUST004649,2024-11-11,Push,New Launch Promo,Ignored
CT000130696,CUST004649,2024-02-25,Email,New Launch Promo,Ignored
CT000130697,CUST004649,2023-05-13,Email,Subscribe & Save,Clicked
CT000130698,CUST004649,2023-09-22,Social Ads,Seasonal Sale,Ignored
CT000130699,CUST004649,2025-06-07,Push,Health Bundle Offer,Ignored
CT000130700,CUST004649,2023-05-12,Email,Weekend Deal,Ignored
CT000130701,CUST004649,2023-03-01,Email,Weekend Deal,Ignored
CT000130702,CUST004649,2023-05-29,Push,Reactivation Offer,Ignored
CT000130703,CUST004649,2023-03-15,SMS,Reactivation Offer,Ignored
CT000130704,CUST004649,2023-04-06,Push,New Launch Promo,Ignored
CT000130705,CUST004649,2024-08-09,Email,Loyalty Bonus,Ignored
CT000130706,CUST004649,2023-06-03,Email,Weekend Deal,Ignored
CT000130707,CUST004650,2023-10-03,SMS,Cart Abandon Reminder,Ignored
CT000130708,CUST004650,2023-10-01,SMS,Cart Abandon Reminder,Ignored
CT000130709,CUST004650,2025-11-23,Social Ads,Cart Abandon Reminder,Ignored
CT000130710,CUST004650,2024-01-28,Email,Subscribe & Save,Ignored
CT000130711,CUST004650,2023-03-07,SMS,Seasonal Sale,Ignored
CT000130712,CUST004650,2023-11-12,Email,New Launch Promo,Clicked
CT000130713,CUST004650,2024-01-21,SMS,Reactivation Offer,Ignored
CT000130714,CUST004650,2023-12-12,WhatsApp,Seasonal Sale,Ignored
CT000130715,CUST004650,2023-05-13,Push,Health Bundle Offer,Ignored
CT000130716,CUST004650,2025-08-13,Push,Cart Abandon Reminder,Ignored
CT000130717,CUST004650,2024-01-22,SMS,Health Bundle Offer,Ignored
CT000130718,CUST004650,2023-05-20,Email,Weekend Deal,Ignored
CT000130719,CUST004650,2023-06-15,Email,Reactivation Offer,Ignored
CT000130720,CUST004650,2023-05-12,SMS,Loyalty Bonus,Ignored
CT000130721,CUST004650,2023-05-17,Social Ads,Cart Abandon Reminder,Ignored
CT000130722,CUST004650,2023-05-19,Email,Reactivation Offer,Ignored
CT000130723,CUST004650,2024-07-12,Email,Health Bundle Offer,Ignored
CT000130724,CUST004650,2024-12-25,Social Ads,Reactivation Offer,Ignored
CT000130725,CUST004650,2023-05-25,Social Ads,Subscribe & Save,Ignored
CT000130726,CUST004650,2023-03-21,Push,Reactivation Offer,Ignored
CT000130727,CUST004650,2024-01-17,WhatsApp,New Launch Promo,Ignored
CT000130728,CUST004650,2024-01-16,SMS,Subscribe & Save,Ignored
CT000130729,CUST004650,2023-05-18,Email,New Launch Promo,Ignored
CT000130730,CUST004650,2023-04-25,Push,Weekend Deal,Ignored
CT000130731,CUST004650,2024-04-23,Email,Weekend Deal,Ignored
CT000130732,CUST004650,2023-03-10,Push,Loyalty Bonus,Ignored
CT000130733,CUST004650,2024-01-23,Email,Cart Abandon Reminder,Ignored
CT000130734,CUST004650,2023-05-16,SMS,Health Bundle Offer,Ignored
CT000130735,CUST004650,2024-06-05,Search Ads,Loyalty Bonus,Ignored
CT000130736,CUST004650,2024-01-30,Push,Subscribe & Save,Ignored
CT000130737,CUST004650,2023-05-02,SMS,Loyalty Bonus,Ignored
CT000130738,CUST004651,2024-02-02,Push,New Launch Promo,Ignored
CT000130739,CUST004651,2023-12-19,Social Ads,Subscribe & Save,Ignored
CT000130740,CUST004651,2023-12-08,Email,Subscribe & Save,Ignored
CT000130741,CUST004651,2025-07-31,Email,Loyalty Bonus,Ignored
CT000130742,CUST004651,2023-07-04,SMS,Loyalty Bonus,Clicked
CT000130743,CUST004651,2024-01-25,SMS,Loyalty Bonus,Ignored
CT000130744,CUST004651,2024-11-29,Push,New Launch Promo,Ignored
CT000130745,CUST004651,2023-05-07,SMS,Cart Abandon Reminder,Converted
CT000130746,CUST004651,2025-09-27,Push,Cart Abandon Reminder,Ignored
CT000130747,CUST004651,2025-03-11,Search Ads,Reactivation Offer,Ignored
CT000130748,CUST004651,2023-05-17,Email,Weekend Deal,Ignored
CT000130749,CUST004651,2023-05-31,Email,Loyalty Bonus,Ignored
CT000130750,CUST004651,2026-02-01,Push,Cart Abandon Reminder,Ignored
CT000130751,CUST004651,2025-01-13,Social Ads,Weekend Deal,Converted
CT000130752,CUST004651,2023-05-08,Email,Subscribe & Save,Converted
CT000130753,CUST004651,2024-01-15,Email,Weekend Deal,Ignored
CT000130754,CUST004651,2025-11-27,Push,Seasonal Sale,Ignored
CT000130755,CUST004651,2024-01-24,Email,Weekend Deal,Converted
CT000130756,CUST004651,2025-11-25,Social Ads,Loyalty Bonus,Ignored
CT000130757,CUST004651,2023-03-30,Email,Weekend Deal,Ignored
CT000130758,CUST004651,2023-03-12,Email,Seasonal Sale,Ignored
CT000130759,CUST004651,2024-02-02,Social Ads,New Launch Promo,Ignored
CT000130760,CUST004651,2024-01-08,Push,Weekend Deal,Clicked
CT000130761,CUST004651,2024-01-28,SMS,Loyalty Bonus,Ignored
CT000130762,CUST004651,2023-03-04,Push,Loyalty Bonus,Ignored
CT000130763,CUST004651,2024-01-15,Push,Loyalty Bonus,Ignored
CT000130764,CUST004651,2023-03-11,SMS,Weekend Deal,Ignored
CT000130765,CUST004651,2023-05-12,Email,Reactivation Offer,Ignored
CT000130766,CUST004651,2023-03-24,Push,Cart Abandon Reminder,Ignored
CT000130767,CUST004651,2023-04-12,SMS,Health Bundle Offer,Ignored
CT000130768,CUST004651,2023-06-02,Social Ads,Subscribe & Save,Ignored
CT000130769,CUST004651,2024-01-27,Push,Weekend Deal,Ignored
CT000130770,CUST004651,2024-02-12,Social Ads,Loyalty Bonus,Ignored
CT000130771,CUST004651,2024-09-16,Social Ads,Cart Abandon Reminder,Ignored
CT000130772,CUST004651,2025-10-09,Push,Subscribe & Save,Ignored
CT000130773,CUST004651,2023-05-18,WhatsApp,Cart Abandon Reminder,Ignored
CT000130774,CUST004651,2023-05-29,Push,Health Bundle Offer,Ignored
CT000130775,CUST004652,2024-01-07,Social Ads,Seasonal Sale,Clicked
CT000130776,CUST004652,2023-05-18,Search Ads,Seasonal Sale,Ignored
CT000130777,CUST004652,2025-02-14,Push,Health Bundle Offer,Ignored
CT000130778,CUST004652,2024-04-14,Social Ads,Health Bundle Offer,Ignored
CT000130779,CUST004652,2024-01-26,SMS,Cart Abandon Reminder,Ignored
CT000130780,CUST004652,2023-12-07,SMS,Weekend Deal,Ignored
CT000130781,CUST004652,2023-05-31,Email,Health Bundle Offer,Converted
CT000130782,CUST004652,2024-01-21,SMS,Reactivation Offer,Ignored
CT000130783,CUST004652,2023-05-18,Email,New Launch Promo,Ignored
CT000130784,CUST004652,2024-02-12,Social Ads,Weekend Deal,Ignored
CT000130785,CUST004652,2024-01-24,Email,Loyalty Bonus,Ignored
CT000130786,CUST004652,2023-03-11,Email,Weekend Deal,Ignored
CT000130787,CUST004652,2023-05-18,SMS,New Launch Promo,Clicked
CT000130788,CUST004652,2023-05-13,Email,Seasonal Sale,Ignored
CT000130789,CUST004652,2025-08-22,Social Ads,Cart Abandon Reminder,Converted
CT000130790,CUST004652,2023-06-02,SMS,Seasonal Sale,Ignored
CT000130791,CUST004652,2023-03-14,SMS,Weekend Deal,Ignored
CT000130792,CUST004652,2024-02-03,SMS,Loyalty Bonus,Ignored
CT000130793,CUST004652,2025-10-06,WhatsApp,Reactivation Offer,Ignored
CT000130794,CUST004652,2023-07-21,Social Ads,Cart Abandon Reminder,Clicked
CT000130795,CUST004652,2023-05-25,Push,New Launch Promo,Ignored
CT000130796,CUST004652,2023-05-14,Push,Health Bundle Offer,Ignored
CT000130797,CUST004652,2024-07-26,SMS,Weekend Deal,Converted
CT000130798,CUST004652,2025-07-17,Email,Loyalty Bonus,Ignored
CT000130799,CUST004652,2024-02-01,SMS,Reactivation Offer,Ignored
CT000130800,CUST004653,2024-01-12,Email,Subscribe & Save,Ignored
CT000130801,CUST004653,2025-01-25,Email,Cart Abandon Reminder,Ignored
CT000130802,CUST004653,2023-05-24,Email,Loyalty Bonus,Ignored
CT000130803,CUST004653,2025-09-12,WhatsApp,Reactivation Offer,Ignored
CT000130804,CUST004653,2025-09-26,Push,Cart Abandon Reminder,Ignored
CT000130805,CUST004653,2024-10-06,Push,Reactivation Offer,Ignored
CT000130806,CUST004653,2024-01-10,Email,Weekend Deal,Ignored
CT000130807,CUST004653,2024-11-04,Email,New Launch Promo,Converted
CT000130808,CUST004653,2024-01-24,Social Ads,Health Bundle Offer,Ignored
CT000130809,CUST004653,2023-08-31,Email,Reactivation Offer,Ignored
CT000130810,CUST004653,2023-05-28,Social Ads,Seasonal Sale,Ignored
CT000130811,CUST004653,2025-12-05,Email,Weekend Deal,Ignored
CT000130812,CUST004653,2023-03-02,Push,Subscribe & Save,Ignored
CT000130813,CUST004653,2023-05-16,Social Ads,Reactivation Offer,Ignored
CT000130814,CUST004653,2025-07-18,Email,Weekend Deal,Ignored
CT000130815,CUST004653,2024-08-04,WhatsApp,Seasonal Sale,Ignored
CT000130816,CUST004653,2023-03-07,SMS,Loyalty Bonus,Ignored
CT000130817,CUST004653,2024-01-15,Social Ads,Seasonal Sale,Clicked
CT000130818,CUST004653,2025-03-18,Push,Loyalty Bonus,Ignored
CT000130819,CUST004653,2024-12-10,SMS,Weekend Deal,Ignored
CT000130820,CUST004653,2025-08-10,WhatsApp,Health Bundle Offer,Ignored
CT000130821,CUST004653,2024-01-26,Search Ads,Seasonal Sale,Ignored
CT000130822,CUST004653,2023-02-27,Social Ads,Cart Abandon Reminder,Ignored
CT000130823,CUST004653,2025-01-18,Social Ads,Seasonal Sale,Clicked
CT000130824,CUST004653,2024-01-24,Push,Seasonal Sale,Ignored
CT000130825,CUST004653,2023-05-30,Push,Weekend Deal,Ignored
CT000130826,CUST004653,2024-11-09,Email,Subscribe & Save,Clicked
CT000130827,CUST004653,2025-12-23,Push,Weekend Deal,Ignored
CT000130828,CUST004653,2024-12-23,Email,Reactivation Offer,Ignored
CT000130829,CUST004653,2023-03-09,Push,Weekend Deal,Ignored
CT000130830,CUST004653,2024-01-28,Search Ads,Loyalty Bonus,Ignored
CT000130831,CUST004653,2024-11-01,Email,New Launch Promo,Ignored
CT000130832,CUST004654,2023-05-12,Search Ads,Cart Abandon Reminder,Ignored
CT000130833,CUST004654,2023-12-24,Social Ads,Reactivation Offer,Ignored
CT000130834,CUST004654,2024-05-10,Email,New Launch Promo,Converted
CT000130835,CUST004654,2023-02-27,Email,Cart Abandon Reminder,Converted
CT000130836,CUST004654,2023-05-23,SMS,Weekend Deal,Ignored
CT000130837,CUST004654,2023-06-01,Email,Loyalty Bonus,Converted
CT000130838,CUST004654,2023-03-22,SMS,Loyalty Bonus,Ignored
CT000130839,CUST004654,2025-07-13,SMS,Subscribe & Save,Ignored
CT000130840,CUST004654,2023-05-09,SMS,Cart Abandon Reminder,Ignored
CT000130841,CUST004654,2023-05-07,Search Ads,Seasonal Sale,Converted
CT000130842,CUST004654,2026-01-17,Email,Reactivation Offer,Ignored
CT000130843,CUST004654,2025-07-11,Push,Health Bundle Offer,Clicked
CT000130844,CUST004654,2025-12-02,Push,Weekend Deal,Ignored
CT000130845,CUST004654,2024-01-26,Social Ads,Reactivation Offer,Ignored
CT000130846,CUST004654,2023-11-05,SMS,Subscribe & Save,Ignored
CT000130847,CUST004654,2023-05-11,SMS,Weekend Deal,Ignored
CT000130848,CUST004654,2025-11-16,WhatsApp,Health Bundle Offer,Clicked
CT000130849,CUST004654,2025-09-16,Email,Subscribe & Save,Ignored
CT000130850,CUST004654,2023-12-04,Social Ads,Loyalty Bonus,Ignored
CT000130851,CUST004654,2025-02-19,Search Ads,Cart Abandon Reminder,Ignored
CT000130852,CUST004654,2024-05-26,Social Ads,Seasonal Sale,Ignored
CT000130853,CUST004654,2024-04-24,Push,Subscribe & Save,Ignored
CT000130854,CUST004654,2025-10-09,Push,Seasonal Sale,Ignored
CT000130855,CUST004654,2023-12-01,Social Ads,Health Bundle Offer,Ignored
CT000130856,CUST004654,2024-01-20,Email,Subscribe & Save,Ignored
CT000130857,CUST004654,2023-05-11,Push,Subscribe & Save,Ignored
CT000130858,CUST004654,2024-09-21,Push,Subscribe & Save,Ignored
CT000130859,CUST004654,2024-01-21,Email,New Launch Promo,Ignored
CT000130860,CUST004654,2025-08-20,Search Ads,Subscribe & Save,Ignored
CT000130861,CUST004655,2025-10-14,Email,Subscribe & Save,Ignored
CT000130862,CUST004655,2024-01-30,WhatsApp,New Launch Promo,Ignored
CT000130863,CUST004655,2025-03-10,SMS,Reactivation Offer,Ignored
CT000130864,CUST004655,2024-05-24,Email,Seasonal Sale,Ignored
CT000130865,CUST004655,2024-01-01,Social Ads,Reactivation Offer,Ignored
CT000130866,CUST004655,2023-08-30,Social Ads,Health Bundle Offer,Ignored
CT000130867,CUST004655,2023-05-08,Social Ads,Weekend Deal,Ignored
CT000130868,CUST004655,2023-05-26,Email,Cart Abandon Reminder,Ignored
CT000130869,CUST004655,2024-04-12,Push,New Launch Promo,Ignored
CT000130870,CUST004655,2023-06-30,Search Ads,Weekend Deal,Converted
CT000130871,CUST004655,2023-09-23,Push,Health Bundle Offer,Ignored
CT000130872,CUST004655,2023-12-21,Push,Weekend Deal,Ignored
CT000130873,CUST004655,2024-01-19,Social Ads,Reactivation Offer,Ignored
CT000130874,CUST004655,2023-03-07,Email,Health Bundle Offer,Ignored
CT000130875,CUST004655,2025-07-09,Search Ads,Cart Abandon Reminder,Ignored
CT000130876,CUST004655,2024-01-08,SMS,Reactivation Offer,Ignored
CT000130877,CUST004655,2023-03-10,Email,Health Bundle Offer,Ignored
CT000130878,CUST004655,2023-03-19,Push,Subscribe & Save,Ignored
CT000130879,CUST004655,2023-04-17,Email,Health Bundle Offer,Ignored
CT000130880,CUST004655,2023-05-17,Social Ads,Weekend Deal,Ignored
CT000130881,CUST004655,2025-09-20,SMS,Subscribe & Save,Ignored
CT000130882,CUST004655,2023-05-30,Push,Seasonal Sale,Ignored
CT000130883,CUST004655,2023-05-15,Email,Subscribe & Save,Converted
CT000130884,CUST004655,2023-12-26,SMS,Weekend Deal,Ignored
CT000130885,CUST004655,2024-01-16,Email,Cart Abandon Reminder,Ignored
CT000130886,CUST004655,2024-04-06,Social Ads,Weekend Deal,Clicked
CT000130887,CUST004655,2023-05-18,SMS,Loyalty Bonus,Converted
CT000130888,CUST004655,2023-05-19,Search Ads,Health Bundle Offer,Ignored
CT000130889,CUST004655,2025-04-26,SMS,Subscribe & Save,Ignored
CT000130890,CUST004655,2024-01-31,Social Ads,New Launch Promo,Ignored
CT000130891,CUST004655,2023-06-03,Email,Loyalty Bonus,Ignored
CT000130892,CUST004655,2023-06-05,Search Ads,Weekend Deal,Ignored
CT000130893,CUST004655,2023-05-13,Email,Reactivation Offer,Ignored
CT000130894,CUST004655,2025-12-23,Search Ads,Cart Abandon Reminder,Ignored
CT000130895,CUST004656,2023-05-26,Social Ads,Weekend Deal,Ignored
CT000130896,CUST004656,2023-12-16,Email,Weekend Deal,Ignored
CT000130897,CUST004656,2023-03-05,Push,Subscribe & Save,Ignored
CT000130898,CUST004656,2025-12-20,SMS,Weekend Deal,Ignored
CT000130899,CUST004656,2023-08-24,WhatsApp,Health Bundle Offer,Ignored
CT000130900,CUST004656,2023-06-01,Search Ads,Cart Abandon Reminder,Ignored
CT000130901,CUST004656,2024-01-27,Push,Reactivation Offer,Ignored
CT000130902,CUST004656,2025-02-12,SMS,Weekend Deal,Ignored
CT000130903,CUST004656,2023-04-21,Email,Cart Abandon Reminder,Ignored
CT000130904,CUST004656,2023-05-10,Social Ads,Seasonal Sale,Ignored
CT000130905,CUST004656,2023-03-06,Push,Cart Abandon Reminder,Clicked
CT000130906,CUST004656,2023-06-12,Social Ads,New Launch Promo,Ignored
CT000130907,CUST004656,2025-09-10,Email,New Launch Promo,Ignored
CT000130908,CUST004656,2023-05-31,SMS,Cart Abandon Reminder,Clicked
CT000130909,CUST004656,2023-05-30,Search Ads,Health Bundle Offer,Ignored
CT000130910,CUST004656,2024-01-17,Push,Weekend Deal,Ignored
CT000130911,CUST004656,2023-03-13,Push,Health Bundle Offer,Converted
CT000130912,CUST004656,2023-05-10,SMS,Reactivation Offer,Ignored
CT000130913,CUST004656,2026-01-26,Search Ads,Health Bundle Offer,Ignored
CT000130914,CUST004656,2023-05-17,Email,Loyalty Bonus,Converted
CT000130915,CUST004656,2023-11-17,Search Ads,Seasonal Sale,Ignored
CT000130916,CUST004656,2025-09-19,Search Ads,Subscribe & Save,Ignored
CT000130917,CUST004656,2024-02-02,SMS,New Launch Promo,Ignored
CT000130918,CUST004656,2023-05-10,SMS,Seasonal Sale,Ignored
CT000130919,CUST004656,2023-05-07,Social Ads,Health Bundle Offer,Ignored
CT000130920,CUST004656,2023-03-02,Email,New Launch Promo,Ignored
CT000130921,CUST004656,2025-04-05,Email,Loyalty Bonus,Ignored
CT000130922,CUST004656,2023-03-24,Email,Weekend Deal,Ignored
CT000130923,CUST004656,2024-12-10,Email,Loyalty Bonus,Ignored
CT000130924,CUST004656,2023-05-28,Push,Seasonal Sale,Ignored
CT000130925,CUST004656,2023-08-23,Push,Seasonal Sale,Ignored
CT000130926,CUST004656,2024-02-03,Email,Reactivation Offer,Ignored
CT000130927,CUST004656,2024-01-22,Email,Weekend Deal,Ignored
CT000130928,CUST004656,2024-12-14,Push,Cart Abandon Reminder,Ignored
CT000130929,CUST004656,2025-05-10,Search Ads,Loyalty Bonus,Ignored
CT000130930,CUST004656,2024-01-09,SMS,Subscribe & Save,Ignored
CT000130931,CUST004656,2024-11-11,SMS,Health Bundle Offer,Ignored
CT000130932,CUST004657,2024-04-20,SMS,Health Bundle Offer,Ignored
CT000130933,CUST004657,2023-03-18,Search Ads,Loyalty Bonus,Ignored
CT000130934,CUST004657,2024-01-15,Push,Health Bundle Offer,Ignored
CT000130935,CUST004657,2024-01-14,Email,Subscribe & Save,Ignored
CT000130936,CUST004657,2023-10-25,Search Ads,Seasonal Sale,Ignored
CT000130937,CUST004657,2024-01-13,SMS,Loyalty Bonus,Ignored
CT000130938,CUST004657,2025-08-05,Social Ads,Subscribe & Save,Ignored
CT000130939,CUST004657,2025-01-24,WhatsApp,Weekend Deal,Ignored
CT000130940,CUST004657,2023-03-19,Social Ads,New Launch Promo,Ignored
CT000130941,CUST004657,2023-09-01,WhatsApp,Seasonal Sale,Ignored
CT000130942,CUST004657,2024-03-04,Social Ads,New Launch Promo,Ignored
CT000130943,CUST004657,2023-05-11,Search Ads,Reactivation Offer,Ignored
CT000130944,CUST004657,2024-12-06,Push,Reactivation Offer,Ignored
CT000130945,CUST004657,2024-08-22,Social Ads,Loyalty Bonus,Ignored
CT000130946,CUST004657,2024-01-15,SMS,Reactivation Offer,Ignored
CT000130947,CUST004657,2023-03-02,Email,Seasonal Sale,Ignored
CT000130948,CUST004657,2023-05-24,Search Ads,Reactivation Offer,Ignored
CT000130949,CUST004657,2024-01-22,SMS,Seasonal Sale,Ignored
CT000130950,CUST004657,2024-10-06,Email,Seasonal Sale,Ignored
CT000130951,CUST004657,2024-09-25,Search Ads,Loyalty Bonus,Ignored
CT000130952,CUST004657,2025-06-30,SMS,Subscribe & Save,Ignored
CT000130953,CUST004658,2023-05-13,Social Ads,Health Bundle Offer,Ignored
CT000130954,CUST004658,2023-05-08,Social Ads,Subscribe & Save,Converted
CT000130955,CUST004658,2024-05-16,WhatsApp,Cart Abandon Reminder,Converted
CT000130956,CUST004658,2023-06-01,Search Ads,Cart Abandon Reminder,Ignored
CT000130957,CUST004658,2024-01-13,Email,Subscribe & Save,Ignored
CT000130958,CUST004658,2025-02-06,Email,Weekend Deal,Ignored
CT000130959,CUST004658,2023-03-23,Push,New Launch Promo,Ignored
CT000130960,CUST004658,2023-05-29,SMS,Seasonal Sale,Ignored
CT000130961,CUST004658,2023-03-09,SMS,New Launch Promo,Converted
CT000130962,CUST004658,2023-06-01,Email,Cart Abandon Reminder,Ignored
CT000130963,CUST004658,2023-03-03,SMS,Subscribe & Save,Ignored
CT000130964,CUST004658,2024-01-31,Email,Reactivation Offer,Ignored
CT000130965,CUST004658,2025-06-06,Social Ads,Cart Abandon Reminder,Converted
